cost_id,warehouse_id,period_start,orders_count,cost_category,amount_usd,region,currency,cost_per_order_usd,budget_usd,variance_usd,overhead_usd
CST-000000504,WH-00009,2025-11-01,334,labour,58294.58,EMEA,USD,174.5347,56645.75,1648.83,6373.96
CST-000000505,WH-00022,2025-12-01,238,labour,10092.55,NA,USD,42.4057,10566.61,-474.06,1036.65
CST-000000506,WH-00003,2025-02-01,107,labour,2074.48,LATAM,USD,19.3877,2354.82,-280.34,234.48
CST-000000507,WH-00006,2025-03-01,119,labour,4851.26,EMEA,USD,40.7669,4825.53,25.73,453.09
CST-000000508,WH-00020,2025-05-01,209,labour,7821.25,APAC,USD,37.4222,7242.28,578.97,632.35
CST-000000509,WH-00011,2025-11-01,174,labour,8019.49,NA,USD,46.089,8585.34,-565.85,907.34
CST-000000510,WH-00020,2025-09-01,175,labour,6139.6,APAC,USD,35.0834,6771.19,-631.59,735.39
CST-000000511,WH-00023,2025-06-01,187,labour,4360.02,LATAM,USD,23.3156,4882.86,-522.84,492.76
CST-000000512,WH-00014,2025-05-01,211,labour,118168.17,EMEA,USD,560.0387,118928.92,-760.75,9109.97
CST-000000513,WH-00015,2025-04-01,128,labour,4036.43,APAC,USD,31.5346,3741.93,294.5,129.04
CST-000000514,WH-00012,2025-06-01,230,labour,14372.1,EMEA,USD,62.4874,17166.75,-2794.65,
CST-000000515,WH-00011,2025-02-01,95,labour,4410.78,NA,USD,46.4293,5090.32,-679.54,405.1
CST-000000516,WH-00021,2025-12-01,123,labour,11694.78,EMEA,USD,95.0795,12392.8,-698.02,1399.32
CST-000000517,WH-00020,2025-10-01,185,labour,6526.12,APAC,USD,35.2763,7112.02,-585.9,742.46
CST-000000518,WH-00021,2025-01-01,81,labour,13108.79,EMEA,USD,161.8369,12028.17,1080.62,600.09
CST-000000519,WH-00006,2025-02-01,88,labour,3718.36,EMEA,USD,42.2541,3325.1,393.26,156.24
CST-000000520,WH-00007,2025-04-01,99,labour,7096.21,EMEA,USD,71.6789,6566.03,530.18,344.83
CST-000000521,WH-00010,2025-12-01,319,labour,7403.75,APAC,USD,23.2092,6650.83,752.92,521.15
CST-000000522,WH-00014,2025-10-01,232,labour,109272.42,EMEA,USD,471.0018,98527.5,10744.92,
CST-000000523,WH-00025,2025-10-01,108,labour,8198.7,EMEA,USD,75.9139,8469.08,-270.38,816.82
CST-000000524,WH-00006,2025-05-01,118,labour,8867.67,EMEA,USD,75.1497,7817.57,1050.1,1013.42
CST-000000525,WH-00003,2025-09-01,144,labour,2975.71,LATAM,USD,20.6647,2900.23,75.48,181.06
CST-000000526,WH-00014,2025-03-01,204,labour,109988.31,EMEA,USD,539.1584,107273.38,2714.93,3772.41
CST-000000527,WH-00024,2025-04-01,175,labour,7064.67,APAC,USD,40.3695,6217.42,847.25,500.33
CST-000000528,WH-00011,2025-12-01,205,labour,9565.83,NA,USD,46.6626,9554.58,11.25,395.19
CST-000000529,WH-00019,2025-02-01,131,labour,3671.2,APAC,USD,28.0244,4322.83,-651.63,297.97
CST-000000530,WH-00013,2025-08-01,135,labour,5646.9,APAC,USD,41.8289,6417.11,-770.21,335.01
CST-000000531,WH-00007,2025-03-01,90,labour,6246.41,EMEA,USD,69.4046,5541.49,704.92,511.7
CST-000000532,WH-00003,2025-03-01,131,labour,2685.61,LATAM,USD,20.5008,2580.75,104.86,178.95
CST-000000533,WH-00008,2025-02-01,196,labour,10854.08,EMEA,USD,55.378,11524.61,-670.53,793.3
CST-000000534,WH-00002,2025-10-01,233,labour,48779.72,EMEA,USD,209.355,41829.26,6950.46,1829.02
CST-000000535,WH-00021,2025-03-01,85,labour,6866.89,EMEA,USD,80.7869,7951.59,-1084.7,497.49
CST-000000536,WH-00001,2025-05-01,143,labour,7577.52,EMEA,USD,52.9897,7875.05,-297.53,685.16
CST-000000537,WH-00025,2025-05-01,101,labour,13312.38,EMEA,USD,131.8057,13297.19,15.19,1513.36
CST-000000538,WH-00005,2025-08-01,144,labour,8218.54,EMEA,USD,57.0732,9309.02,-1090.48,644.69
CST-000000539,WH-00017,2025-03-01,97,labour,4710.64,NA,USD,48.5633,4420.4,290.24,202.56
CST-000000540,WH-00007,2025-10-01,121,labour,4204.71,EMEA,USD,34.7497,3620.48,584.23,414.65
CST-000000541,WH-00016,2025-09-01,221,labour,7246.93,APAC,USD,32.7915,8667.38,-1420.45,661.85
CST-000000542,WH-00010,2025-02-01,198,labour,4798.87,APAC,USD,24.2367,5577.52,-778.65,231.19
CST-000000543,WH-00013,2025-01-01,123,labour,5490.79,APAC,USD,44.6406,6386.85,-896.06,409.53
CST-000000544,WH-00013,2025-10-01,150,labour,6133.61,APAC,USD,40.8907,5314.97,818.64,411.04
CST-000000545,WH-00025,2025-07-01,94,labour,7205.49,EMEA,USD,76.6541,6468.33,737.16,850.64
CST-000000546,WH-00001,2025-03-01,137,labour,4673.83,EMEA,USD,34.1155,4949.29,-275.46,501.87
CST-000000547,WH-00013,2025-04-01,132,labour,5263.4,APAC,USD,39.8742,6151.21,-887.81,189.95
CST-000000548,WH-00018,2025-06-01,120,labour,5132.29,EMEA,USD,42.7691,4630.12,502.17,399.14
CST-000000549,WH-00002,2025-02-01,142,labour,25276.8,EMEA,USD,178.0056,22904.9,2371.9,2614.4
CST-000000550,WH-00014,2025-07-01,201,labour,91680.6,EMEA,USD,456.1224,91031.63,648.97,10389.61
CST-000000551,WH-00006,2025-01-01,99,labour,4666.25,EMEA,USD,47.1338,4991.66,-325.41,151.84
CST-000000552,WH-00024,2025-12-01,246,labour,9547.09,APAC,USD,38.8093,8919.37,627.72,541.44
CST-000000553,WH-00016,2025-02-01,153,labour,5403.6,APAC,USD,35.3176,5150.31,253.29,247.6
CST-000000554,WH-00003,2025-01-01,114,labour,2253.84,LATAM,USD,19.7705,2578.58,-324.74,235.45
CST-000000555,WH-00025,2025-01-01,69,labour,7205.06,EMEA,USD,104.4212,6281.16,923.9,848.49
CST-000000556,WH-00020,2025-04-01,182,labour,6680.41,APAC,USD,36.7055,7221.37,-540.96,676.04
CST-000000557,WH-00003,2025-04-01,118,labour,2662.62,LATAM,USD,22.5646,2701.51,-38.89,237.4
CST-000000558,WH-00005,2025-04-01,117,labour,9091.26,EMEA,USD,77.7031,10527.88,-1436.62,747.6
CST-000000559,WH-00017,2025-11-01,112,labour,5739.52,NA,USD,51.2457,5946.33,-206.81,607.07
CST-000000560,WH-00004,2025-04-01,97,labour,4676.26,EMEA,USD,48.2089,4328.41,347.85,549.23
CST-000000561,WH-00017,2025-06-01,92,labour,4389.37,NA,USD,47.7105,4151.45,237.92,216.23
CST-000000562,WH-00018,2025-03-01,134,labour,5619.55,EMEA,USD,41.9369,6461.6,-842.05,447.0
CST-000000563,WH-00022,2025-09-01,176,labour,7106.96,NA,USD,40.3805,8244.95,-1137.99,459.77
CST-000000564,WH-00003,2025-05-01,104,labour,2055.19,LATAM,USD,19.7614,1759.46,295.73,94.6
CST-000000565,WH-00001,2025-07-01,138,labour,10039.96,EMEA,USD,72.7533,8968.14,1071.82,828.41
CST-000000566,WH-00025,2025-03-01,89,labour,4672.73,EMEA,USD,52.5026,4769.75,-97.02,550.83
CST-000000567,WH-00015,2025-09-01,137,labour,4903.41,APAC,USD,35.7913,4617.75,285.66,245.53
CST-000000568,WH-00004,2025-02-01,77,labour,9695.28,EMEA,USD,125.9127,11007.14,-1311.86,689.54
CST-000000569,WH-00004,2025-01-01,101,labour,16066.64,EMEA,USD,159.0756,14361.91,1704.73,1835.61
CST-000000570,WH-00022,2025-02-01,123,labour,4808.44,NA,USD,39.093,5660.22,-851.78,224.65
CST-000000571,WH-00011,2025-10-01,149,labour,7119.84,NA,USD,47.7842,8309.73,-1189.89,758.97
CST-000000572,WH-00022,2025-01-01,134,labour,4815.18,NA,USD,35.9342,5227.37,-412.19,147.91
CST-000000573,WH-00019,2025-09-01,134,labour,3997.54,APAC,USD,29.8324,4206.79,-209.25,352.01
CST-000000574,WH-00010,2025-03-01,224,labour,5370.51,APAC,USD,23.9755,4590.25,780.26,383.59
CST-000000575,WH-00002,2025-08-01,158,labour,45359.13,EMEA,USD,287.0831,41499.77,3859.36,4973.38
CST-000000576,WH-00018,2025-04-01,124,labour,5540.63,EMEA,USD,44.6825,5836.03,-295.4,283.98
CST-000000577,WH-00001,2025-02-01,99,labour,3522.38,EMEA,USD,35.5796,3763.16,-240.78,246.19
CST-000000578,WH-00025,2025-04-01,103,labour,3930.44,EMEA,USD,38.1596,4383.34,-452.9,140.94
CST-000000579,WH-00019,2025-04-01,131,labour,3471.62,APAC,USD,26.5009,3822.23,-350.61,395.29
CST-000000580,WH-00017,2025-05-01,109,labour,5581.86,NA,USD,51.2097,6518.55,-936.69,368.0
CST-000000581,WH-00023,2025-03-01,161,labour,3456.21,LATAM,USD,21.4671,3130.82,325.39,412.1
CST-000000582,WH-00022,2025-04-01,155,labour,6053.21,NA,USD,39.053,5211.76,841.45,399.78
CST-000000583,WH-00004,2025-08-01,107,labour,5578.48,EMEA,USD,52.1353,5181.02,397.46,319.54
CST-000000584,WH-00013,2025-09-01,142,labour,6276.16,APAC,USD,44.1983,6770.78,-494.62,418.57
CST-000000585,WH-00019,2025-03-01,130,labour,3703.46,APAC,USD,28.4882,3336.82,366.64,
CST-000000586,WH-00007,2025-08-01,99,labour,5491.29,EMEA,USD,55.4676,6536.24,-1044.95,464.89
CST-000000587,WH-00025,2025-12-01,130,labour,7081.11,EMEA,USD,54.4701,8128.49,-1047.38,529.99
CST-000000588,WH-00001,2025-09-01,122,labour,8141.55,EMEA,USD,66.734,8945.51,-803.96,803.69
CST-000000589,WH-00021,2025-08-01,74,labour,13261.76,EMEA,USD,179.213,13598.29,-336.53,1276.17
CST-000000590,WH-00004,2025-06-01,99,labour,5464.3,EMEA,USD,55.1949,5615.64,-151.34,252.72
CST-000000591,WH-00015,2025-02-01,98,labour,3229.66,APAC,USD,32.9557,3368.29,-138.63,111.89
CST-000000592,WH-00015,2025-08-01,132,labour,4582.89,APAC,USD,34.7189,4631.53,-48.64,234.61
CST-000000593,WH-00021,2025-07-01,80,labour,11326.16,EMEA,USD,141.577,10126.01,1200.15,690.47
CST-000000594,WH-00021,2025-02-01,50,labour,4342.02,EMEA,USD,86.8404,3725.82,616.2,235.65
CST-000000595,WH-00021,2025-09-01,98,labour,6486.27,EMEA,USD,66.1864,5791.69,694.58,425.6
CST-000000596,WH-00021,2025-04-01,83,labour,5999.93,EMEA,USD,72.2883,7084.63,-1084.7,365.29
CST-000000597,WH-00021,2025-05-01,91,labour,9420.3,EMEA,USD,103.5198,10525.06,-1104.76,1044.32
CST-000000598,WH-00025,2025-08-01,77,labour,6096.4,EMEA,USD,79.174,6630.69,-534.29,423.43
CST-000000599,WH-00017,2025-09-01,98,labour,4797.93,NA,USD,48.9585,5436.76,-638.83,534.81
CST-000000600,WH-00025,2025-02-01,59,labour,3982.27,EMEA,USD,67.4961,4499.17,-516.9,161.61
CST-000000601,WH-00016,2025-11-01,282,maintenance,380.69,APAC,USD,1.35,408.61,-27.92,40.85
CST-000000602,WH-00004,2025-05-01,132,maintenance,493.94,EMEA,USD,3.742,588.5,-94.56,18.15
CST-000000603,WH-00020,2025-08-01,181,maintenance,252.12,APAC,USD,1.3929,274.72,-22.6,12.04
CST-000000604,WH-00005,2025-10-01,187,maintenance,520.14,EMEA,USD,2.7815,507.06,13.08,25.07
CST-000000605,WH-00010,2025-09-01,236,maintenance,207.37,APAC,USD,0.8787,181.29,26.08,12.17
CST-000000606,WH-00025,2025-11-01,126,maintenance,808.76,EMEA,USD,6.4187,863.07,-54.31,34.59
CST-000000607,WH-00012,2025-09-01,251,maintenance,831.62,EMEA,USD,3.3132,711.9,119.72,
CST-000000608,WH-00001,2025-04-01,123,maintenance,633.58,EMEA,USD,5.1511,556.93,76.65,68.32
CST-000000609,WH-00009,2025-08-01,221,maintenance,2170.93,EMEA,USD,9.8232,2585.65,-414.72,212.49
CST-000000610,WH-00007,2025-12-01,157,maintenance,444.05,EMEA,USD,2.8283,433.45,10.6,31.14
CST-000000611,WH-00022,2025-05-01,194,maintenance,740.77,NA,USD,3.8184,841.94,-101.17,71.66
CST-000000612,WH-00002,2025-03-01,194,maintenance,4547.17,EMEA,USD,23.439,4031.52,515.65,289.13
CST-000000613,WH-00024,2025-07-01,173,maintenance,132.91,APAC,USD,0.7683,142.14,-9.23,8.34
CST-000000614,WH-00010,2025-07-01,211,maintenance,215.9,APAC,USD,1.0232,199.66,16.24,20.43
CST-000000615,WH-00012,2025-02-01,199,maintenance,1083.73,EMEA,USD,5.4459,1199.05,-115.32,58.64
CST-000000616,WH-00017,2025-04-01,102,maintenance,472.14,NA,USD,4.6288,477.3,-5.16,16.08
CST-000000617,WH-00005,2025-05-01,158,maintenance,215.85,EMEA,USD,1.3661,234.38,-18.53,13.68
CST-000000618,WH-00019,2025-05-01,168,maintenance,226.29,APAC,USD,1.347,247.04,-20.75,22.8
CST-000000619,WH-00017,2025-08-01,100,maintenance,447.71,NA,USD,4.4771,420.31,27.4,25.58
CST-000000620,WH-00012,2025-01-01,257,maintenance,603.57,EMEA,USD,2.3485,694.21,-90.64,47.19
CST-000000621,WH-00013,2025-11-01,193,maintenance,403.4,APAC,USD,2.0902,349.38,54.02,22.54
CST-000000622,WH-00009,2025-01-01,232,maintenance,5269.33,EMEA,USD,22.7126,5629.69,-360.36,263.25
CST-000000623,WH-00009,2025-02-01,200,maintenance,3262.83,EMEA,USD,16.3141,3009.95,252.88,181.74
CST-000000624,WH-00023,2025-12-01,243,maintenance,388.33,LATAM,USD,1.5981,454.25,-65.92,43.3
CST-000000625,WH-00017,2025-07-01,98,maintenance,167.62,NA,USD,1.7104,194.64,-27.02,18.42
CST-000000626,WH-00008,2025-08-01,278,maintenance,790.74,EMEA,USD,2.8444,888.68,-97.94,65.15
CST-000000627,WH-00007,2025-06-01,98,maintenance,134.6,EMEA,USD,1.3735,114.91,19.69,
CST-000000628,WH-00009,2025-07-01,263,maintenance,5190.17,EMEA,USD,19.7345,5202.69,-12.52,303.62
CST-000000629,WH-00010,2025-05-01,245,maintenance,267.12,APAC,USD,1.0903,306.62,-39.5,18.52
CST-000000630,WH-00025,2025-06-01,103,maintenance,549.6,EMEA,USD,5.3359,572.6,-23.0,
CST-000000631,WH-00013,2025-06-01,124,maintenance,281.76,APAC,USD,2.2723,323.5,-41.74,16.04
CST-000000632,WH-00016,2025-04-01,174,maintenance,276.78,APAC,USD,1.5907,274.49,2.29,14.1
CST-000000633,WH-00002,2025-05-01,203,maintenance,6567.57,EMEA,USD,32.3526,6953.77,-386.2,436.68
CST-000000634,WH-00019,2025-11-01,205,maintenance,202.3,APAC,USD,0.9868,178.44,23.86,10.97
CST-000000635,WH-00015,2025-05-01,130,maintenance,119.63,APAC,USD,0.9202,125.27,-5.64,9.85
CST-000000636,WH-00018,2025-09-01,140,maintenance,198.34,EMEA,USD,1.4167,173.39,24.95,19.1
CST-000000637,WH-00008,2025-03-01,255,maintenance,616.7,EMEA,USD,2.4184,597.7,19.0,53.76
CST-000000638,WH-00004,2025-07-01,129,maintenance,1030.33,EMEA,USD,7.9871,1021.98,8.35,121.81
CST-000000639,WH-00014,2025-08-01,227,maintenance,5093.26,EMEA,USD,22.4373,5381.04,-287.78,435.45
CST-000000640,WH-00022,2025-10-01,202,maintenance,550.04,NA,USD,2.723,594.73,-44.69,17.14
CST-000000641,WH-00008,2025-01-01,271,maintenance,1261.0,EMEA,USD,4.6531,1141.5,119.5,88.81
CST-000000642,WH-00009,2025-03-01,219,maintenance,3972.74,EMEA,USD,18.1404,4645.8,-673.06,119.57
CST-000000643,WH-00007,2025-05-01,118,maintenance,704.51,EMEA,USD,5.9704,697.0,7.51,28.93
CST-000000644,WH-00014,2025-02-01,167,maintenance,6330.54,EMEA,USD,37.9074,6120.34,210.2,310.71
CST-000000645,WH-00018,2025-05-01,132,maintenance,278.62,EMEA,USD,2.1108,298.69,-20.07,25.5
CST-000000646,WH-00001,2025-06-01,144,maintenance,391.83,EMEA,USD,2.721,393.31,-1.48,36.67
CST-000000647,WH-00008,2025-11-01,367,maintenance,2722.83,EMEA,USD,7.4192,3115.99,-393.16,137.65
CST-000000648,WH-00010,2025-04-01,221,maintenance,128.8,APAC,USD,0.5828,123.51,5.29,5.95
CST-000000649,WH-00006,2025-10-01,133,maintenance,268.38,EMEA,USD,2.0179,321.24,-52.86,9.22
CST-000000650,WH-00013,2025-12-01,201,maintenance,436.61,APAC,USD,2.1722,416.18,20.43,25.26
CST-000000651,WH-00012,2025-11-01,335,maintenance,944.42,EMEA,USD,2.8192,1046.86,-102.44,105.18
CST-000000652,WH-00005,2025-07-01,121,maintenance,775.14,EMEA,USD,6.4061,681.86,93.28,
CST-000000653,WH-00014,2025-11-01,282,maintenance,5565.86,EMEA,USD,19.7371,5954.27,-388.41,212.65
CST-000000654,WH-00003,2025-12-01,188,maintenance,386.54,LATAM,USD,2.0561,455.5,-68.96,41.64
CST-000000655,WH-00013,2025-05-01,147,maintenance,387.85,APAC,USD,2.6384,401.69,-13.84,
CST-000000656,WH-00002,2025-04-01,176,maintenance,2093.66,EMEA,USD,11.8958,1789.1,304.56,69.61
CST-000000657,WH-00007,2025-11-01,132,maintenance,630.36,EMEA,USD,4.7755,540.82,89.54,44.44
CST-000000658,WH-00024,2025-01-01,134,maintenance,175.53,APAC,USD,1.3099,196.39,-20.86,
CST-000000659,WH-00001,2025-12-01,210,maintenance,512.92,EMEA,USD,2.4425,495.0,17.92,34.18
CST-000000660,WH-00009,2025-10-01,253,maintenance,4261.0,EMEA,USD,16.8419,4733.75,-472.75,362.9
CST-000000661,WH-00011,2025-05-01,127,maintenance,315.08,NA,USD,2.4809,292.83,22.25,15.79
CST-000000662,WH-00002,2025-09-01,193,maintenance,6364.91,EMEA,USD,32.9788,5986.83,378.08,603.7
CST-000000663,WH-00002,2025-07-01,166,maintenance,1786.39,EMEA,USD,10.7614,1792.45,-6.06,109.46
CST-000000664,WH-00014,2025-01-01,183,maintenance,5679.56,EMEA,USD,31.0358,5194.15,485.41,243.52
CST-000000665,WH-00007,2025-09-01,104,maintenance,615.03,EMEA,USD,5.9137,585.88,29.15,31.22
CST-000000666,WH-00010,2025-10-01,252,maintenance,285.87,APAC,USD,1.1344,283.56,2.31,29.19
CST-000000667,WH-00008,2025-12-01,374,maintenance,577.29,EMEA,USD,1.5436,548.15,29.14,23.71
CST-000000668,WH-00015,2025-12-01,174,maintenance,227.34,APAC,USD,1.3066,232.34,-5.0,25.34
CST-000000669,WH-00025,2025-09-01,91,maintenance,690.7,EMEA,USD,7.5901,606.5,84.2,80.26
CST-000000670,WH-00004,2025-11-01,172,maintenance,414.74,EMEA,USD,2.4113,443.75,-29.01,15.25
CST-000000671,WH-00016,2025-12-01,311,maintenance,395.82,APAC,USD,1.2727,467.12,-71.3,43.37
CST-000000672,WH-00023,2025-09-01,180,maintenance,122.74,LATAM,USD,0.6819,130.08,-7.34,14.34
CST-000000673,WH-00024,2025-11-01,212,maintenance,325.11,APAC,USD,1.5335,311.99,13.12,
CST-000000674,WH-00012,2025-10-01,282,maintenance,854.62,EMEA,USD,3.0306,955.75,-101.13,49.34
CST-000000675,WH-00024,2025-09-01,178,maintenance,467.42,APAC,USD,2.626,527.53,-60.11,23.49
CST-000000676,WH-00023,2025-05-01,191,maintenance,338.38,LATAM,USD,1.7716,404.83,-66.45,34.85
CST-000000677,WH-00009,2025-04-01,230,maintenance,1916.93,EMEA,USD,8.3345,1982.16,-65.23,180.95
CST-000000678,WH-00023,2025-08-01,173,maintenance,200.49,LATAM,USD,1.1589,197.14,3.35,22.39
CST-000000679,WH-00002,2025-11-01,260,maintenance,4054.98,EMEA,USD,15.5961,3776.53,278.45,417.94
CST-000000680,WH-00016,2025-07-01,190,maintenance,420.74,APAC,USD,2.2144,423.97,-3.23,43.01
CST-000000681,WH-00023,2025-01-01,175,maintenance,224.07,LATAM,USD,1.2804,219.76,4.31,13.68
CST-000000682,WH-00020,2025-03-01,178,maintenance,505.8,APAC,USD,2.8416,485.57,20.23,21.34
CST-000000683,WH-00011,2025-06-01,139,maintenance,263.85,NA,USD,1.8982,277.31,-13.46,14.71
CST-000000684,WH-00017,2025-02-01,73,maintenance,160.86,NA,USD,2.2036,150.46,10.4,12.61
CST-000000685,WH-00022,2025-07-01,159,maintenance,432.22,NA,USD,2.7184,495.91,-63.69,23.6
CST-000000686,WH-00021,2025-10-01,91,maintenance,1530.22,EMEA,USD,16.8156,1727.47,-197.25,168.73
CST-000000687,WH-00009,2025-06-01,251,maintenance,1471.36,EMEA,USD,5.862,1334.64,136.72,166.13
CST-000000688,WH-00021,2025-11-01,101,maintenance,450.0,EMEA,USD,4.4554,497.48,-47.48,51.5
CST-000000689,WH-00006,2025-08-01,120,maintenance,677.24,EMEA,USD,5.6437,600.6,76.64,45.24
CST-000000690,WH-00020,2025-11-01,241,maintenance,241.5,APAC,USD,1.0021,264.32,-22.82,24.05
CST-000000691,WH-00023,2025-02-01,169,maintenance,221.43,LATAM,USD,1.3102,198.85,22.58,12.11
CST-000000692,WH-00015,2025-07-01,141,maintenance,229.8,APAC,USD,1.6298,216.02,13.78,16.97
CST-000000693,WH-00014,2025-12-01,281,maintenance,15059.13,EMEA,USD,53.5912,17856.31,-2797.18,1234.53
CST-000000694,WH-00011,2025-03-01,134,maintenance,167.86,NA,USD,1.2527,162.71,5.15,18.95
CST-000000695,WH-00024,2025-02-01,129,maintenance,162.38,APAC,USD,1.2588,192.32,-29.94,16.66
CST-000000696,WH-00018,2025-07-01,120,maintenance,235.48,EMEA,USD,1.9623,239.18,-3.7,25.33
CST-000000697,WH-00019,2025-12-01,195,maintenance,205.68,APAC,USD,1.0548,192.21,13.47,10.82
CST-000000698,WH-00020,2025-12-01,254,maintenance,240.38,APAC,USD,0.9464,249.11,-8.73,28.22
CST-000000699,WH-00024,2025-05-01,193,maintenance,427.19,APAC,USD,2.2134,503.92,-76.73,43.44
CST-000000700,WH-00010,2025-06-01,231,maintenance,190.09,APAC,USD,0.8229,208.37,-18.28,22.06
CST-000000701,WH-00010,2025-11-01,322,maintenance,308.79,APAC,USD,0.959,321.97,-13.18,30.32
CST-000000702,WH-00008,2025-10-01,322,maintenance,1812.63,EMEA,USD,5.6293,1995.83,-183.2,204.07
CST-000000703,WH-00018,2025-11-01,197,maintenance,358.12,EMEA,USD,1.8179,334.25,23.87,30.45
CST-000000704,WH-00024,2025-10-01,206,maintenance,199.74,APAC,USD,0.9696,181.86,17.88,11.91
CST-000000705,WH-00004,2025-03-01,100,maintenance,888.45,EMEA,USD,8.8845,988.38,-99.93,67.39
CST-000000706,WH-00007,2025-01-01,103,maintenance,460.08,EMEA,USD,4.4668,477.34,-17.26,41.66
CST-000000707,WH-00005,2025-12-01,198,maintenance,520.93,EMEA,USD,2.631,495.82,25.11,35.29
CST-000000708,WH-00008,2025-09-01,269,maintenance,869.06,EMEA,USD,3.2307,833.06,36.0,62.33
CST-000000709,WH-00005,2025-01-01,122,maintenance,452.13,EMEA,USD,3.706,497.43,-45.3,47.04
CST-000000710,WH-00012,2025-12-01,333,maintenance,238.62,EMEA,USD,0.7166,224.55,14.07,25.07
CST-000000711,WH-00020,2025-01-01,150,maintenance,254.98,APAC,USD,1.6999,230.21,24.77,17.36
CST-000000712,WH-00021,2025-06-01,62,maintenance,396.58,EMEA,USD,6.3965,435.7,-39.12,21.31
CST-000000713,WH-00012,2025-08-01,240,maintenance,647.51,EMEA,USD,2.698,589.25,58.26,70.37
CST-000000714,WH-00008,2025-06-01,246,maintenance,673.17,EMEA,USD,2.7365,782.5,-109.33,48.21
CST-000000715,WH-00019,2025-10-01,179,maintenance,314.17,APAC,USD,1.7551,297.93,16.24,37.62
CST-000000716,WH-00015,2025-01-01,109,maintenance,226.92,APAC,USD,2.0818,269.11,-42.19,16.96
CST-000000717,WH-00012,2025-03-01,240,maintenance,195.07,EMEA,USD,0.8128,180.49,14.58,17.29
CST-000000718,WH-00009,2025-05-01,259,maintenance,5932.16,EMEA,USD,22.9041,5553.55,378.61,490.87
CST-000000719,WH-00008,2025-07-01,281,maintenance,326.87,EMEA,USD,1.1632,298.73,28.14,11.74
CST-000000720,WH-00008,2025-05-01,305,maintenance,1211.56,EMEA,USD,3.9723,1446.85,-235.29,53.51
CST-000000721,WH-00004,2025-12-01,160,maintenance,745.76,EMEA,USD,4.661,869.58,-123.82,63.88
CST-000000722,WH-00006,2025-04-01,112,maintenance,949.07,EMEA,USD,8.4738,1026.64,-77.57,113.84
CST-000000723,WH-00017,2025-01-01,89,maintenance,154.18,NA,USD,1.7324,172.54,-18.36,
CST-000000724,WH-00013,2025-03-01,118,maintenance,277.64,APAC,USD,2.3529,241.19,36.45,17.38
CST-000000725,WH-00024,2025-06-01,158,maintenance,124.53,APAC,USD,0.7882,113.43,11.1,12.0
CST-000000726,WH-00023,2025-04-01,181,maintenance,114.99,LATAM,USD,0.6353,110.65,4.34,11.12
CST-000000727,WH-00013,2025-07-01,128,maintenance,292.48,APAC,USD,2.285,307.13,-14.65,13.06
CST-000000728,WH-00009,2025-12-01,326,maintenance,4698.3,EMEA,USD,14.412,4336.12,362.18,440.41
CST-000000729,WH-00023,2025-07-01,190,maintenance,254.87,LATAM,USD,1.3414,229.37,25.5,13.72
CST-000000730,WH-00008,2025-04-01,266,maintenance,443.82,EMEA,USD,1.6685,408.58,35.24,38.22
CST-000000731,WH-00022,2025-03-01,158,maintenance,578.85,NA,USD,3.6636,605.25,-26.4,35.79
CST-000000732,WH-00003,2025-08-01,136,maintenance,177.18,LATAM,USD,1.3028,167.3,9.88,15.03
CST-000000733,WH-00002,2025-12-01,276,maintenance,5544.62,EMEA,USD,20.0892,5783.82,-239.2,252.11
CST-000000734,WH-00011,2025-01-01,107,maintenance,150.64,NA,USD,1.4079,170.11,-19.47,6.78
CST-000000735,WH-00023,2025-10-01,220,maintenance,171.31,LATAM,USD,0.7787,172.46,-1.15,
CST-000000736,WH-00015,2025-03-01,123,maintenance,282.73,APAC,USD,2.2986,241.86,40.87,10.66
CST-000000737,WH-00016,2025-01-01,188,maintenance,175.36,APAC,USD,0.9328,166.51,8.85,13.4
CST-000000738,WH-00012,2025-05-01,252,maintenance,696.88,EMEA,USD,2.7654,746.45,-49.57,64.25
CST-000000739,WH-00004,2025-10-01,135,maintenance,409.19,EMEA,USD,3.031,393.45,15.74,18.38
CST-000000740,WH-00011,2025-08-01,124,maintenance,196.54,NA,USD,1.585,179.01,17.53,8.53
CST-000000741,WH-00020,2025-06-01,172,maintenance,355.68,APAC,USD,2.0679,351.47,4.21,14.67
CST-000000742,WH-00001,2025-11-01,203,maintenance,385.99,EMEA,USD,1.9014,349.41,36.58,23.53
CST-000000743,WH-00011,2025-07-01,130,maintenance,359.16,NA,USD,2.7628,415.68,-56.52,29.86
CST-000000744,WH-00013,2025-02-01,99,maintenance,126.16,APAC,USD,1.2743,136.24,-10.08,10.89
CST-000000745,WH-00022,2025-08-01,155,maintenance,571.0,NA,USD,3.6839,485.89,85.11,35.87
CST-000000746,WH-00003,2025-06-01,139,maintenance,172.32,LATAM,USD,1.2397,202.62,-30.3,18.31
CST-000000747,WH-00003,2025-07-01,104,maintenance,157.38,LATAM,USD,1.5133,138.39,18.99,
CST-000000748,WH-00010,2025-01-01,229,maintenance,234.81,APAC,USD,1.0254,265.56,-30.75,18.71
CST-000000749,WH-00018,2025-01-01,138,maintenance,288.12,EMEA,USD,2.0878,329.49,-41.37,32.24
CST-000000750,WH-00001,2025-10-01,167,maintenance,1149.63,EMEA,USD,6.884,1168.21,-18.58,35.97
CST-000000751,WH-00006,2025-12-01,168,maintenance,410.97,EMEA,USD,2.4462,464.51,-53.54,20.12
